club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,filename,url
583,fc-paris-saint-germain,Paris Saint-Germain,FR1,,27,24.2,17,63.0,20,Parc des Princes,48583,+€78.10m,Luis Enrique,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585
593,kyoto-sanga,Kyoto Purple Sanga,JAP1,,36,27.4,10,27.8,0,Sanga Stadium by KYOCERA,21600,+€2.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kyoto-sanga/startseite/verein/593
595,sc-bastia,SC Bastia,FR1,,25,27.6,8,32.0,6,Stade Armand-Cesari,16480,+€480k,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/sc-bastia/startseite/verein/595
596,gamba-osaka,Gamba Osaka,JAP1,,32,27.2,4,12.5,1,PANASONIC Stadium Suita,39694,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gamba-osaka/startseite/verein/596
60,sc-freiburg,SC Freiburg,L1,,30,26.3,14,46.7,7,Europa-Park Stadion,34700,€-1.85m,Julian Schuster,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
603,cardiff-city,Cardiff City,GB1,,28,25.5,24,85.7,8,Cardiff City Stadium,33280,€-655k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/cardiff-city/startseite/verein/603
607,venezia-fc,Venezia FC,IT1,,29,26.2,19,65.5,6,Pier Luigi Penzo,12048,€-11.13m,Eusebio Di Francesco,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/venezia-fc/startseite/verein/607
609,ec-cruzeiro-belo-horizonte,Cruzeiro Esporte Clube,BRA1,,30,26.8,7,23.3,3,Estádio Governador Magalhães Pinto,61927,€-36.26m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ec-cruzeiro-belo-horizonte/startseite/verein/609
610,ajax-amsterdam,Ajax Amsterdam,NL1,,26,24.9,15,57.7,9,Johan Cruijff ArenA,55885,+€24.80m,John Heitinga,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
614,flamengo-rio-de-janeiro,Clube de Regatas do Flamengo,BRA1,,28,28.8,9,32.1,10,Estádio Jornalista Mário Filho,82238,€-13.92m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/flamengo-rio-de-janeiro/startseite/verein/614
618,as-saint-etienne,AS Saint-Étienne,FR1,,29,24.1,16,55.2,7,Stade Geoffroy-Guichard,41965,€-22.05m,Olivier Dall'Oglio,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
6195,ssc-neapel,SSC Napoli,IT1,,41,27.1,23,56.1,18,Diego Armando Maradona,54726,€-54.30m,Antonio Conte,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
621,athletic-bilbao,Athletic Bilbao,ES1,,32,26.8,4,12.5,7,San Mamés,53289,+€4.50m,Ernesto Valverde,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
623,new-york-red-bulls,Red Bull New York,MLS1,,30,24.1,16,53.3,6,Sports Illustrated Stadium,25000,€-3.62m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/new-york-red-bulls/startseite/verein/623
626,new-england-revolution,New England Revolution,MLS1,,26,24.8,12,46.2,6,Gillette Stadium,68756,€-6.47m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/new-england-revolution/startseite/verein/626
631,fc-chelsea,Chelsea FC,GB1,,38,23.4,29,76.3,17,Stamford Bridge,41631,€-43.40m,Enzo Maresca,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
6321,vancouver-whitecaps-fc,Vancouver Whitecaps FC,MLS1,,27,26.1,22,81.5,11,BC Place,54500,+€2.80m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vancouver-whitecaps-fc/startseite/verein/6321
63966,nashville-sc,Nashville SC,MLS1,,28,26.1,17,60.7,7,GEODIS Park,30000,€-830k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/nashville-sc/startseite/verein/63966
641,fc-middlesbrough,Middlesbrough FC,GB1,,25,26.1,8,32.0,6,Riverside Stadium,33746,+€16.68m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/fc-middlesbrough/startseite/verein/641
642,de-graafschap-doetinchem,De Graafschap Doetinchem,NL1,,30,23.7,6,20.0,0,"Stadion ""De Vijverberg""",12600,+-0,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/de-graafschap-doetinchem/startseite/verein/642
65,spvgg-greuther-furth,SpVgg Greuther Fürth,L1,,28,24.0,11,39.3,2,Sportpark Ronhof | Thomas Sommer,16626,+€3.97m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
6574,us-sassuolo,US Sassuolo,IT1,,40,24.8,18,45.0,11,Mapei Stadium - Città del Tricolore,21584,€-8.50m,Fabio Grosso,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
6600,sc-internacional-porto-alegre,Sport Club Internacional,BRA1,,32,26.7,9,28.1,3,Estádio Beira-Rio,50848,+€41.39m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-internacional-porto-alegre/startseite/verein/6600
6631,fc-tokyo,Tokyo Football Club,JAP1,,29,26.6,3,10.3,3,AJINOMOTO Stadium,49970,+€4.00m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-tokyo/startseite/verein/6631
6632,kashiwa-reysol,Hitachi Kashiwa Reysol,JAP1,,39,27.6,0,,4,SANKYO FRONTIER Kashiwa Stadium,15349,+€500k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kashiwa-reysol/startseite/verein/6632
6643,real-salt-lake-city,Real Salt Lake,MLS1,,35,24.0,19,54.3,3,America First Field,20213,€-10.54m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/real-salt-lake-city/startseite/verein/6643
667,rc-strassburg-alsace,RC Strasbourg Alsace,FR1,,34,21.9,26,76.5,11,Stade de la Meinau,32000,€-18.50m,Liam Rosenior,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
672,jef-united-chiba,JEF United,JAP1,,34,28.1,5,14.7,0,Fukuda Denshi Arena,19781,€-1.10m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/jef-united-chiba/startseite/verein/672
677,ipswich-town,Ipswich Town,GB1,,26,27.8,13,50.0,8,Portman Road,30056,+€29.95m,Kieran McKenna,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ipswich-town/startseite/verein/677
679,club-athletico-paranaense,Clube Atlético Paranaense,BRA1,,33,25.9,12,36.4,1,Estádio Mário Celso Petraglia,42372,€-1.51m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-athletico-paranaense/startseite/verein/679
681,real-sociedad-san-sebastian,Real Sociedad,ES1,,28,25.9,8,28.6,13,Anoeta,40000,+€4.50m,Sergio Francisco,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
68608,cf-os-belenenses,CF Os Belenenses,PO1,,30,25.7,5,16.7,0,Estádio do Restelo,19980,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/cf-os-belenenses/startseite/verein/68608
6912,fc-vizela,FC Vizela,PO1,,27,24.6,20,74.1,3,Estádio do Vizela,6565,+€4.85m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
69261,inter-miami-cf,Club Internacional de Fútbol Miami,MLS1,,27,25.4,20,74.1,8,Nu Stadium,26700,€-36.02m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/inter-miami-cf/startseite/verein/69261
703,nottingham-forest,Nottingham Forest,GB1,,27,26.0,20,74.1,11,The City Ground,30404,+€144.00m,Nuno Espírito Santo,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/nottingham-forest/startseite/verein/703
7097,club-atletico-union,Club Atlético Unión,ARG1,,22,27.0,1,4.5,0,15 de Abril,27358,€-351k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-union/startseite/verein/7097
714,espanyol-barcelona,RCD Espanyol Barcelona,ES1,,28,26.2,7,25.0,2,RCDE Stadium,37776,€-5.00m,Manolo González,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
